id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,M,1.2375,0.9375,0.3125,16.7120303,10.47514025,3.64291075,4.819415,8.0
315,M,1.8,1.4,0.475,49.34230475,24.22464775,8.7032965,13.324265,11.0
316,M,1.3125,0.9875,0.325,17.4349425,8.60407325,3.98310475,4.9611625,9.0
317,F,1.55,1.25,0.45,36.7126025,16.9246515,6.6054335,10.6310625,10.0
318,I,1.3125,1.0,0.325,18.83824275,7.75358825,4.195726,5.953395,8.0
319,M,1.525,1.175,0.4125,41.34774575,18.540573,7.824462,9.63883,9.0
320,F,1.425,1.0875,0.325,25.51455,10.8578585,5.159609,7.654365,17.0
321,F,1.7625,1.3875,0.4375,49.5265765,24.73493875,9.2135875,14.74174,10.0
322,I,1.175,0.8875,0.3,11.1413535,4.7343665,2.67902775,3.2601925,7.0
323,I,0.8375,0.65,0.1875,5.2446575,2.2963095,0.80796075,1.5592225,7.0
324,I,0.975,0.75,0.225,7.9095105,3.04757125,1.70097,2.26796,7.0
325,M,1.025,0.8125,0.225,9.11436425,4.592619,1.587572,2.6932025,8.0
326,F,1.475,1.1,0.4125,25.7129965,10.5176645,6.6621325,8.788345,9.0
327,I,1.025,0.7625,0.25,7.93786,2.83495,1.63009625,2.4097075,7.0
328,F,1.4875,1.2125,0.4875,31.127751,11.75086775,5.6699,10.20582,16.0
329,F,1.5875,1.275,0.5,37.9032815,15.5638755,8.29222875,12.2186345,14.0
330,F,1.5625,1.2125,0.4,34.62891425,16.612807,7.64019025,8.51902475,10.0
331,I,0.75,0.575,0.1875,3.6003865,1.17650425,0.850485,1.13398,7.0
332,M,1.6125,1.3125,0.475,38.215126,15.06775925,7.75358825,13.04077,20.0
333,F,1.475,1.175,0.3625,28.10852925,13.4660125,5.6982495,7.52679225,9.0
334,I,1.15,0.875,0.3125,13.437663,5.96756975,3.50116325,3.798833,8.0
335,F,1.4,1.1375,0.4375,27.79668475,12.47378,7.07320025,7.7961125,9.0
336,I,0.6,0.4375,0.125,1.82854275,0.60951425,0.38271825,0.56699,5.0
337,F,1.3375,1.0375,0.35,23.643483,8.91591775,4.7343665,8.3631025,11.0
338,F,1.4,1.0,0.3375,22.75047375,9.28446125,4.57844425,6.23689,9.0
339,F,1.3,0.9875,0.3125,18.83824275,8.561549,3.72795925,4.6776675,9.0
340,F,1.45,1.125,0.375,23.88445375,9.695529,5.93922025,6.3786375,10.0
341,I,0.95,0.7,0.2375,7.55514175,3.9405805,1.60174675,2.2963095,8.0
342,M,1.5125,1.1875,0.3875,27.1304715,11.97766375,5.59902625,9.922325,12.0
343,I,1.1625,0.875,0.2875,11.5949455,4.6776675,2.82077525,4.12485225,8.0
344,F,1.75,1.3125,0.425,45.812792,20.19901875,10.47514025,11.056305,9.0
345,I,1.3,1.0,0.3125,19.37688325,9.25611175,3.64291075,5.2446575,8.0
346,F,1.775,1.4125,0.525,55.23900075,22.80717275,10.20582,16.44271,11.0
347,M,1.5,1.225,0.425,34.302895,15.422128,6.30776375,10.0640725,13.0
348,I,1.3,1.0,0.3125,19.447757,9.525432,3.98310475,5.443104,8.0
349,I,0.95,0.675,0.25,6.87475375,2.93417325,1.51669825,2.19708625,8.0
350,I,0.9,0.7125,0.2875,9.42620875,4.03980375,2.08368825,2.551455,8.0
351,M,1.55,1.2,0.3375,29.5685285,13.25339125,6.44951125,7.7961125,13.0
352,M,1.425,1.1625,0.4375,31.96406125,14.911837,5.4714535,8.0796075,10.0
353,F,1.6625,1.3125,0.4375,36.47163175,14.2597985,8.09378225,10.77281,9.0
354,M,1.6125,1.2125,0.45,41.7588135,15.5638755,8.12213175,12.3320325,11.0
355,I,0.6125,0.4375,0.1625,2.25378525,1.13398,0.396893,0.7087375,5.0
356,M,1.575,1.2375,0.4,34.6147395,17.67591325,7.44174375,10.6310625,9.0
357,M,1.375,1.025,0.375,21.0069795,6.633783,4.139027,6.0951425,14.0
358,M,1.2625,1.025,0.375,19.8163005,6.81805475,4.60679375,6.0951425,16.0
359,I,1.025,0.8125,0.275,9.4970825,3.572037,2.041164,3.118445,8.0
360,M,1.675,1.3,0.45,50.745605,19.4038725,8.3064035,10.6310625,13.0
361,I,0.85,0.6,0.225,4.932813,2.05533875,1.304077,1.5592225,8.0
362,F,1.6625,1.35,0.4375,39.7743485,15.4504775,8.5898985,13.324265,20.0
363,F,1.5875,1.2375,0.4,36.2535695,14.35902175,8.9300925,9.7805775,13.0
364,F,1.475,1.1875,0.4,29.86619825,15.4504775,6.05261825,7.35669525,9.0
365,M,1.4875,1.2,0.4125,32.44600275,14.84096325,6.8889285,9.2135875,11.0
366,M,1.3125,1.0625,0.35,25.3728025,10.149121,5.25883225,7.7961125,9.0
367,I,0.95,0.725,0.25,7.087375,3.41611475,1.60174675,2.324659,6.0
368,M,1.15,0.925,0.3,12.757275,5.82582225,2.87747425,4.3941725,9.0
369,M,1.2125,1.0625,0.375,20.3265915,9.2135875,4.89028875,5.2446575,8.0
370,I,1.25,1.0,0.3,17.02387475,7.04485075,4.025629,5.2446575,7.0
371,F,1.5125,1.25,0.4625,34.77066175,12.60135275,6.747181,10.6310625,10.0
372,M,1.4875,1.175,0.4,34.62891425,16.42853525,7.7961125,8.788345,8.0
373,I,0.975,0.75,0.2,7.55514175,3.3735905,1.43164975,1.814368,6.0
374,M,1.5,1.1375,0.375,27.14464625,13.65028425,5.0745605,6.6621325,10.0
375,M,1.4875,1.1875,0.375,30.94347925,11.113004,5.62737575,9.355335,14.0
376,I,1.4,1.1,0.375,24.81998725,11.679994,4.89028875,8.0796075,9.0
377,F,1.5625,1.225,0.3875,31.6096925,14.47241975,6.64795775,9.07184,10.0
378,I,0.725,0.525,0.175,3.96893,1.60174675,0.80796075,0.9922325,6.0
379,M,1.625,1.275,0.3875,34.26037075,14.855138,8.2497045,10.20582,10.0
380,M,1.475,1.1625,0.3875,29.95124675,13.08329425,6.67630725,7.93786,9.0
381,F,1.5625,1.3,0.4375,38.82464025,15.762322,9.808927,10.0640725,13.0
382,M,1.5125,1.225,0.4625,35.16755475,14.968536,8.43397625,9.7805775,10.0
383,F,1.575,1.2625,0.3875,36.85435,16.51358375,7.66853975,10.489315,13.0
384,I,1.175,0.875,0.275,14.0330025,6.5487345,3.3168915,4.252425,8.0
385,I,0.775,0.5875,0.2,3.6003865,1.360776,0.8788345,1.13398,6.0
386,I,0.7875,0.575,0.175,3.4302895,1.34660125,0.86465975,1.13398,6.0
387,M,1.325,1.0625,0.325,22.0275615,8.46232575,5.48562825,5.8116475,9.0
388,I,1.3,0.9875,0.35,18.71067,8.60407325,4.40834725,4.9611625,7.0
389,M,1.2625,0.9875,0.3125,21.6873675,9.02931575,4.195726,5.2446575,10.0
390,I,0.9,0.7125,0.2125,7.1157245,3.061746,1.5025235,1.984465,6.0
391,M,1.675,1.3,0.475,40.44056175,18.63979625,9.525432,10.77281,9.0
392,I,0.725,0.5625,0.175,4.20990075,1.814368,0.97805775,1.2757275,4.0
393,I,0.4375,0.3375,0.1,0.86465975,0.3118445,0.21262125,0.283495,4.0
394,M,1.5,1.175,0.4,26.43590875,11.4815475,6.2085405,7.66853975,10.0
395,I,0.925,0.6875,0.2125,6.917278,3.061746,1.34660125,1.984465,8.0
396,M,1.5375,1.1875,0.4125,29.937072,12.8423235,6.90310325,8.788345,8.0
397,F,1.5625,1.2625,0.475,37.23706825,16.896302,7.540967,10.489315,14.0
398,F,1.45,1.1375,0.4125,31.75144,11.35397475,7.824462,9.7805775,10.0
399,F,1.45,1.15,0.35,25.060958,11.72251825,5.159609,7.654365,9.0
400,I,0.975,0.75,0.225,7.9095105,3.27436725,1.6726205,2.26796,8.0
401,F,1.175,0.775,0.3875,26.09571475,11.453198,4.8477645,7.2291225,10.0
402,F,1.675,1.3,0.4125,45.3592,19.674553,11.07047975,10.77281,13.0
403,I,1.05,0.8,0.2875,9.6104805,4.3941725,1.814368,2.9766975,7.0
404,I,1.05,0.8125,0.2875,10.41844125,4.60679375,2.65067825,2.9766975,8.0
405,F,1.325,1.025,0.3625,23.85610425,11.8217415,4.12485225,6.520385,9.0
406,M,1.15,0.875,0.3125,13.8062065,5.443104,3.21766825,4.3941725,11.0
407,M,0.8375,0.65,0.2125,5.06038575,2.05533875,1.4458245,1.984465,10.0
408,I,0.9,0.675,0.225,6.577084,3.01922175,1.23320325,1.814368,9.0
409,M,1.6375,1.2875,0.4625,44.06929775,18.83824275,8.7599955,11.4815475,10.0
410,M,1.525,1.1625,0.375,27.895908,13.4660125,5.99591925,7.37087,12.0
411,F,1.4625,1.1375,0.3625,26.818627,11.35397475,6.520385,8.0796075,10.0
412,I,1.3,1.025,0.325,18.4555245,8.50485,4.09650275,5.499803,9.0
413,M,1.5625,1.1875,0.375,29.41260625,13.097469,6.59125875,8.0229085,11.0
414,I,0.875,0.675,0.225,5.5281525,2.2963095,1.1623295,1.5025235,6.0
415,M,1.4125,1.075,0.375,23.79940525,10.53183925,5.40057975,6.747181,10.0
416,F,1.5375,1.175,0.3875,30.900955,12.74310025,6.78970525,8.0796075,9.0
417,F,1.4875,1.175,0.375,31.2694985,15.2803805,5.54232725,7.9095105,9.0
418,M,1.6625,1.3625,0.4875,45.7844425,20.6100865,10.035723,12.2186345,14.0
419,F,1.5625,1.225,0.45,33.1972645,12.2753335,7.75358825,10.3475675,13.0
420,F,1.6125,1.2875,0.4,34.0194,14.5432935,7.824462,9.19941275,12.0
421,I,1.375,1.05,0.325,20.51086325,9.87980075,4.63514325,6.0951425,9.0
422,M,1.35,1.05,0.3625,24.73493875,11.4248485,4.932813,5.896696,8.0
423,M,1.5375,1.2,0.4375,35.096681,15.03940975,9.241937,8.788345,10.0
424,M,1.4625,1.1375,0.3625,26.7902775,12.34620725,5.54232725,7.2291225,10.0
425,F,1.3625,1.075,0.4,22.29688175,10.035723,4.479221,6.9456275,9.0
426,I,1.2875,1.0,0.3,18.824068,9.695529,3.86970675,5.046211,8.0
427,F,1.6,1.225,0.4125,33.89182725,14.7133905,6.76135575,8.50485,11.0
428,M,1.4125,1.075,0.375,22.72212425,9.48290775,5.40057975,6.80388,9.0
429,I,0.8875,0.6375,0.225,5.65572525,2.05533875,1.51669825,1.984465,6.0
430,I,1.1875,0.9125,0.3,14.72756525,6.350288,3.50116325,3.78465825,8.0
431,F,0.875,0.6375,0.175,5.10291,2.211261,1.304077,1.5592225,6.0
432,M,1.3125,1.0625,0.375,24.62154075,9.36950975,5.88252125,5.5281525,8.0
433,F,1.4625,1.1375,0.4,27.158821,14.13222575,5.99591925,6.13766675,9.0
434,F,1.55,1.2,0.4375,29.97959625,12.94154675,6.78970525,7.7961125,14.0
435,M,1.4125,1.1,0.375,26.03901575,12.68640125,5.4714535,7.2291225,9.0
436,F,1.5,1.1875,0.4,31.3261975,13.947954,6.293589,9.355335,15.0
437,I,0.875,0.6625,0.2,5.10291,1.85689225,1.190679,1.70097,7.0
438,I,0.9,0.675,0.2375,6.6054335,2.50893075,1.6159215,1.984465,7.0
439,M,1.15,0.825,0.3,13.437663,4.7910655,2.721552,4.1106775,13.0
440,I,0.7,0.5375,0.175,3.345241,1.8427175,0.7654365,0.8788345,5.0
441,I,1.0875,0.8,0.275,10.3475675,3.4302895,2.36718325,3.5436875,7.0
442,M,1.5625,1.175,0.375,32.16250775,14.855138,7.41339425,7.93786,9.0
443,F,1.225,0.9375,0.3125,15.77649675,5.40057975,3.6003865,3.685435,7.0
444,M,1.3125,1.0,0.3,19.66037825,8.94426725,4.12485225,5.00368675,9.0
445,I,0.8375,0.6,0.1875,4.819415,2.5798045,1.00640725,1.417475,6.0
446,F,1.625,1.2875,0.425,36.5425055,15.03940975,8.40562675,9.07184,12.0
447,M,1.7375,1.3875,0.5125,49.85259575,21.78659075,11.5382465,13.834556,10.0
448,I,1.0,0.7875,0.25,9.19941275,4.0539785,1.8994165,2.6932025,7.0
449,I,1.1875,0.875,0.3125,14.44407025,6.973977,2.948348,4.3941725,9.0
450,I,1.0375,0.8125,0.2875,10.44679075,4.7910655,2.05533875,2.83495,8.0
451,F,1.6375,1.325,0.4125,34.23202125,13.2392165,6.56290925,13.2392165,13.0
452,M,1.3,1.0,0.3125,16.896302,6.90310325,3.67126025,4.9611625,9.0
453,M,1.3125,1.0125,0.3375,22.0275615,9.808927,4.86193925,6.80388,10.0
454,F,1.0125,0.775,0.2375,8.9300925,3.92640575,1.85689225,2.83495,6.0
455,F,1.5,1.1875,0.5,29.9087225,13.99047825,6.973977,7.5126175,9.0
456,I,0.8125,0.5,0.15,3.005047,1.360776,0.5386405,0.850485,6.0
457,M,1.5,1.175,0.3875,27.28639375,12.133586,5.71242425,7.7961125,10.0
458,M,1.5875,1.3125,0.3875,37.704835,17.73261225,9.1568885,9.979024,9.0
459,I,1.45,1.1375,0.3625,26.365035,11.0846545,6.860579,7.5126175,10.0
460,F,1.6375,1.25,0.4125,44.4236665,16.4710595,10.87203325,10.546014,19.0
461,F,1.5,1.1625,0.3875,29.48348,14.968536,7.087375,7.93786,9.0
462,F,1.3625,1.125,0.4625,23.43086175,8.40562675,4.4508715,9.7805775,19.0
463,F,1.5,1.1875,0.4,28.02348075,13.154168,5.556502,7.37087,13.0
464,M,1.4375,1.0875,0.375,27.982101,11.1413535,6.010094,8.221355,9.0
465,I,1.25,1.0,0.3125,18.27125275,7.98038425,3.52951275,5.2446575,8.0
466,F,1.4125,1.1125,0.3125,22.92057075,9.85145125,4.86193925,7.35669525,15.0
467,M,1.4,1.1625,0.4,29.55435375,10.98543125,7.484268,8.06543275,12.0
468,F,1.0,0.75,0.2375,7.087375,3.005047,1.927766,2.4097075,7.0
469,M,1.8625,1.4375,0.5375,72.291225,34.926584,16.59863225,16.08834125,14.0
470,M,1.1,0.8,0.2875,11.1413535,4.72019175,3.04757125,3.40194,14.0
471,F,1.225,0.9875,0.3125,16.76872925,6.9456275,3.72795925,5.2446575,10.0
472,M,1.45,1.15,0.4125,29.937072,11.94931425,6.293589,8.221355,16.0
473,I,0.375,0.2625,0.0875,0.49611625,0.1417475,0.09922325,0.1417475,4.0
474,F,1.525,1.2125,0.425,32.16250775,14.3164975,7.2858215,8.3631025,12.0
475,I,1.45,1.125,0.35,22.77882325,10.21999475,5.159609,6.1518415,9.0
476,F,1.625,1.3,0.425,39.349106,11.736693,8.3631025,11.3398,10.0
477,M,1.425,1.125,0.3875,24.7491135,9.19941275,5.7549485,7.087375,10.0
478,F,1.5625,1.1375,0.4375,34.74231225,13.1258185,7.72523875,9.7805775,10.0
479,F,1.2625,0.95,0.325,16.782904,7.66853975,3.7137845,4.3941725,9.0
480,F,1.225,0.975,0.35,17.78931125,6.4920355,4.5642695,5.10291,12.0
481,I,1.0375,0.7875,0.25,8.40562675,2.9766975,1.8994165,2.6932025,8.0
482,M,1.4125,1.1375,0.4,28.10852925,12.757275,5.499803,7.654365,15.0
483,I,1.2625,0.975,0.325,18.71067,7.824462,3.742134,4.9611625,8.0
484,I,1.0,0.7625,0.25,8.5898985,3.78465825,1.80019325,2.83495,6.0
485,I,1.0875,0.8125,0.3,11.12717875,5.443104,2.22543575,2.9766975,7.0
486,I,1.0125,0.775,0.225,7.1157245,3.231843,1.7293195,2.0695135,7.0
487,I,1.025,0.725,0.25,7.95203475,3.24601775,1.97029025,2.26796,7.0
488,I,0.9375,0.7,0.2625,6.64795775,2.36718325,1.77184375,2.1262125,6.0
489,M,1.5375,1.2125,0.4,35.72037,16.48523425,8.68912175,9.7805775,10.0
490,M,1.4375,1.1875,0.3875,31.18445,14.47241975,6.2085405,8.0796075,11.0
491,M,1.5625,1.225,0.4125,31.14192575,13.16834275,6.917278,8.9300925,9.0
492,I,1.075,0.8125,0.25,10.33339275,4.46504625,2.0128145,2.9766975,7.0
493,M,1.125,0.8375,0.2625,12.984071,5.59902625,2.721552,3.8271825,9.0
494,F,1.425,1.1,0.4125,27.08794725,11.35397475,6.76135575,7.7961125,13.0
495,F,1.425,1.1625,0.375,30.83008125,9.87980075,5.51397775,8.77417025,9.0
496,M,1.7125,1.3125,0.475,43.6298805,18.15785475,10.4609655,11.509897,11.0
497,I,1.55,1.225,0.4375,29.8520235,13.1825175,7.01650125,7.767763,9.0
498,I,1.0375,0.7625,0.3,9.36950975,4.46504625,1.814368,2.9766975,8.0
499,I,1.2125,0.925,0.25,12.5021295,5.28718175,2.8066005,3.96893,7.0
500,M,1.1875,0.9375,0.2625,13.11164375,5.953395,3.64291075,4.60679375,11.0
501,F,1.575,1.2125,0.4125,31.581343,11.12717875,7.200773,10.3475675,16.0
502,F,1.4375,1.125,0.375,31.14192575,10.90038275,6.0951425,8.0796075,16.0
503,I,0.8,0.6125,0.1875,4.422522,2.0128145,1.4458245,1.417475,6.0
504,F,1.45,1.1375,0.3625,24.79163775,11.04213025,4.7343665,6.9456275,9.0
505,F,1.5875,1.2875,0.4875,39.7743485,18.824068,7.52679225,11.90679,10.0
506,F,1.625,1.2625,0.4625,37.32211675,15.06775925,7.81028725,11.623295,12.0
507,F,1.375,1.0375,0.375,24.79163775,11.04213025,4.309124,6.520385,9.0
508,I,0.9,0.6625,0.2,5.06038575,2.22543575,1.48834875,1.70097,6.0
509,M,1.6125,1.25,0.4375,35.81959325,14.78426425,7.881161,11.7650425,11.0
510,F,1.4,1.1625,0.375,24.5790165,12.26115875,4.4508715,5.10291,11.0
511,I,1.0875,0.85,0.25,11.1413535,4.9611625,2.721552,3.685435,7.0
512,I,1.15,0.875,0.275,12.71475075,5.68407475,2.891649,3.21766825,7.0
513,F,1.075,0.85,0.3375,13.1258185,6.13766675,2.84912475,4.3941725,10.0
514,I,0.925,0.725,0.2375,7.95203475,3.2034935,1.65844575,2.26796,7.0
515,I,0.9,0.675,0.2,6.98815175,2.6365035,1.5025235,1.97029025,6.0
516,I,0.875,0.6875,0.2125,5.5848515,2.4097075,1.190679,1.70097,7.0
517,F,1.5125,1.175,0.3625,26.63435525,8.94426725,6.10931725,8.901743,15.0
518,M,1.5125,1.1875,0.4125,29.937072,12.2753335,6.577084,8.0796075,11.0
519,F,1.0875,0.8375,0.2625,11.509897,4.46504625,2.2963095,3.8271825,13.0
520,M,1.4,1.1,0.35,26.705229,12.57300325,5.2446575,7.8528115,10.0
521,M,1.3625,1.0375,0.3375,23.85610425,7.314171,4.932813,7.654365,13.0
522,F,0.9625,0.7625,0.2625,9.7238785,4.5642695,2.11203775,2.83495,11.0
523,M,1.4875,1.125,0.375,25.35862775,10.47514025,5.59902625,6.0951425,11.0
524,F,1.475,1.175,0.3875,26.251637,11.4248485,6.78970525,7.7961125,11.0
525,M,1.425,1.1,0.3625,24.87668625,11.15552825,5.59902625,6.23689,8.0
526,F,1.3625,1.05,0.4125,28.22192725,11.793392,4.60679375,9.07184,19.0
527,I,0.7,0.4875,0.2,2.83495,1.09145575,0.60951425,0.7654365,5.0
528,I,1.3375,1.05,0.375,20.638436,9.85145125,4.15320175,6.0384435,9.0
529,F,1.4875,1.2,0.4125,26.308336,9.85145125,6.80388,10.3475675,14.0
530,M,1.475,1.125,0.3625,25.3161035,11.97766375,6.76135575,7.087375,10.0
531,I,0.4375,0.3125,0.125,0.907184,0.35436875,0.226796,0.283495,5.0
532,F,1.3,1.0,0.375,20.6100865,8.37727725,5.216308,6.2085405,15.0
533,I,1.15,0.8625,0.35,15.37960375,5.216308,3.061746,5.2446575,9.0
534,I,1.2375,0.9375,0.3125,15.762322,7.78193775,3.44446425,4.762716,8.0
535,M,1.575,1.1875,0.4125,38.20095125,16.20173925,9.00096625,10.20582,10.0
536,F,1.7375,1.4125,0.5,49.34230475,21.262125,10.07824725,15.6772735,14.0
537,I,0.775,0.6,0.2375,5.06038575,1.360776,1.13398,1.48834875,6.0
538,M,1.4,1.0625,0.3625,23.91280325,10.432616,4.5642695,7.1724235,10.0
539,I,1.3,0.95,0.2875,16.76872925,8.164656,3.86970675,4.819415,7.0
540,M,1.25,1.0,0.375,19.97222275,9.87980075,3.86970675,5.10291,9.0
541,F,1.3125,1.0125,0.3125,16.9246515,8.20718025,3.7137845,5.10291,11.0
542,F,1.3125,1.0,0.3625,23.71435675,6.3219385,4.7343665,7.087375,13.0
543,I,0.725,0.5125,0.175,3.9972795,1.757669,0.66621325,0.9922325,6.0
544,I,1.1875,0.9125,0.275,12.60135275,5.37223025,2.438057,3.685435,8.0
545,M,1.5125,1.1375,0.4625,29.44095575,11.793392,5.8683465,10.3475675,16.0
546,F,1.4125,1.1,0.375,25.33027825,12.82814875,5.783298,7.087375,9.0
547,I,1.1875,0.9125,0.25,12.34620725,5.499803,2.50893075,3.38776525,7.0
548,I,1.0625,0.8125,0.2375,9.865626,4.69184225,2.324659,2.9766975,7.0
549,M,1.5875,1.25,0.4625,37.83240775,19.46193175,8.43397625,9.4970825,11.0
550,M,1.625,1.3125,0.4625,37.32211675,13.99047825,8.9300925,11.90679,13.0
551,I,1.325,1.075,0.325,22.29688175,8.03708325,5.91087075,7.7961125,14.0
552,F,1.5,1.1875,0.375,29.44095575,11.75086775,6.67630725,9.07184,9.0
553,F,1.5625,1.2,0.4125,37.37881575,15.1669825,7.2858215,9.39785925,12.0
554,F,1.4,1.1,0.3125,24.9192105,9.865626,5.17378375,7.37087,11.0
555,I,1.0,0.7875,0.225,8.1363065,3.18931875,1.8994165,2.6932025,7.0
556,I,1.2625,0.9625,0.3,18.540573,8.34892775,3.86970675,5.10291,7.0
557,I,1.2375,1.0,0.2875,18.27125275,9.2135875,3.98310475,4.63514325,9.0
558,F,1.525,1.2,0.375,35.16755475,16.0174675,7.1724235,8.3631025,9.0
559,F,1.2125,0.95,0.425,16.34348675,5.71242425,3.92640575,5.953395,21.0
560,F,1.625,1.3125,0.4875,42.410852,16.9246515,8.68912175,15.025235,20.0
561,F,1.5,1.2,0.4,29.48348,15.6772735,6.30776375,7.12989925,9.0
562,F,1.125,0.875,0.3125,14.004653,5.4147545,3.50116325,5.5281525,10.0
563,M,1.55,1.2125,0.3125,30.1922175,13.65028425,6.67630725,8.9300925,10.0
564,F,1.5125,1.1875,0.4125,30.900955,14.16057525,6.39281225,8.9300925,10.0
565,M,1.5,1.2125,0.4125,33.12639075,13.65028425,7.01650125,8.9300925,8.0
566,M,1.475,1.1375,0.3875,25.741346,11.4248485,5.54232725,7.7961125,8.0
567,M,1.4625,1.0875,0.425,28.02348075,10.84368375,4.422522,9.4970825,10.0
568,M,1.525,1.2125,0.4,33.40988575,15.57805025,7.27164675,9.79475225,11.0
569,M,1.3875,1.1375,0.4,27.22969475,9.355335,5.96756975,7.7961125,10.0
570,M,1.2875,1.0125,0.3125,21.72989175,9.8372765,4.9044635,7.5126175,12.0
571,I,0.85,0.65,0.1875,5.10291,2.14038725,1.20485375,1.5592225,6.0
572,M,1.5,1.1625,0.375,29.5685285,13.59358525,7.52679225,8.6465975,10.0
573,F,1.3125,0.975,0.3125,16.839603,7.24329725,3.78465825,4.819415,9.0
574,M,0.7125,0.5375,0.1375,3.61456125,1.23320325,0.52446575,1.13398,3.0
575,I,1.4375,1.125,0.375,25.64212275,10.546014,5.896696,7.2291225,9.0
576,M,1.5875,1.25,0.3875,35.19590425,15.422128,7.86698625,9.42620875,10.0
577,M,1.675,1.3,0.475,41.23434775,15.03940975,8.57572375,13.324265,12.0
578,I,1.65,1.3125,0.3875,42.354153,17.0097,9.3836845,10.0640725,10.0
579,M,1.525,1.175,0.375,30.34813975,12.927372,7.15824875,8.6465975,11.0
580,M,1.3,1.0,0.3875,23.85610425,8.80251975,4.46504625,6.6621325,20.0
581,I,1.5,1.1,0.35,22.5378525,10.95708175,4.12485225,6.520385,11.0
582,M,1.5625,1.2125,0.425,38.55532,17.1514475,8.5898985,9.7805775,12.0
583,I,1.3875,1.0,0.3125,21.6873675,9.6671795,4.23825025,5.2446575,9.0
584,M,1.6,1.3125,0.475,38.79629075,17.6050395,7.767763,13.4660125,10.0
585,M,1.5125,1.175,0.45,33.57998275,13.947954,6.90310325,9.355335,11.0
586,I,1.175,0.925,0.35,13.04077,6.0384435,2.87747425,3.33106625,6.0
587,M,1.625,1.2875,0.4125,39.44832925,19.94387325,7.47009325,10.3475675,11.0
588,M,1.775,1.425,0.5125,60.6962795,28.76056775,11.41067375,14.8834875,10.0
589,I,0.9375,0.7125,0.2375,6.56290925,2.56562975,1.65844575,2.1262125,7.0
590,I,1.2,0.9,0.325,13.437663,5.00368675,3.0333965,4.9611625,11.0
591,M,1.625,1.275,0.4375,32.6302745,16.25843825,7.44174375,8.74582075,10.0
592,F,1.3125,1.1,0.3875,26.1098895,11.4815475,5.06038575,7.2291225,9.0
593,F,1.225,0.9375,0.3125,18.597272,8.34892775,3.72795925,4.819415,8.0
594,M,1.525,1.1625,0.4,29.937072,12.2753335,6.81805475,9.922325,11.0
595,I,1.3,1.0125,0.3125,18.6256215,8.561549,4.40834725,4.9611625,8.0
596,I,1.025,0.7875,0.225,9.355335,4.40834725,1.927766,2.551455,7.0
597,F,1.2125,0.9125,0.3125,14.67086625,5.54232725,2.84912475,4.819415,12.0
598,M,1.3,1.0375,0.35,18.46969925,8.34892775,3.8838815,4.7910655,9.0
599,I,0.85,0.6625,0.2,5.10291,2.211261,1.03475675,1.5592225,6.0
600,I,0.525,0.375,0.125,1.190679,0.35436875,0.29766975,0.4252425,5.0
601,I,1.1625,0.8375,0.2875,11.94931425,4.9611625,2.65067825,3.61456125,8.0
602,F,1.3,1.0,0.4,18.71067,6.84640425,4.57844425,6.0951425,10.0
603,I,1.3375,1.05,0.35,17.78931125,8.1930055,5.25883225,4.819415,10.0
604,F,1.125,0.8375,0.2875,12.54465375,5.59902625,2.8066005,3.96893,8.0
605,M,1.1,0.8375,0.3,13.39513875,6.633783,3.07592075,3.5436875,7.0
606,F,1.5125,1.15,0.35,22.963095,9.4403835,4.6776675,8.448151,11.0
607,I,1.4375,1.125,0.325,21.8574645,10.53183925,4.649318,6.4353365,8.0
608,F,1.625,1.2125,0.4375,36.55668025,13.31009025,7.2858215,11.90679,16.0
609,M,1.5625,1.2125,0.475,33.38153625,10.149121,8.5898985,12.190285,18.0
610,M,1.1875,0.9375,0.3125,13.53688625,5.03203625,2.6365035,4.9611625,10.0
611,M,1.7375,1.375,0.475,47.89648025,21.262125,10.44679075,11.679994,11.0
612,I,0.9875,0.725,0.225,8.49067525,3.44446425,1.7860185,2.551455,7.0
613,M,1.4125,1.1,0.35,24.76328825,11.8784405,4.55009475,6.27941425,9.0
614,I,1.1875,0.875,0.3125,14.69921575,6.8889285,3.24601775,3.685435,7.0
615,F,1.6875,1.35,0.4875,44.8772585,20.808533,9.4970825,13.62193475,12.0
616,I,1.1,0.85,0.2875,11.01378075,4.9611625,2.5231055,3.40194,9.0
617,F,1.3125,1.0125,0.375,18.427175,8.54737425,4.5075705,5.953395,9.0
618,F,1.55,1.2125,0.3875,27.328918,13.79203175,5.8683465,7.7961125,11.0
619,I,0.4375,0.3625,0.125,0.907184,0.35436875,0.226796,0.29766975,6.0
620,F,1.6,1.3125,0.4375,40.69570725,18.8524175,8.00873375,10.489315,11.0
621,M,1.4625,1.15,0.35,25.41532675,11.8784405,6.010094,7.37087,11.0
622,F,1.475,1.125,0.4125,29.297851,7.93786,6.95980225,9.355335,18.0
623,M,1.575,1.2625,0.4125,33.55163325,13.08329425,8.7032965,10.9145575,10.0
624,M,1.525,1.2,0.4625,29.1716355,8.68912175,7.3992195,10.20582,15.0
625,F,1.55,1.2125,0.4125,29.49765475,12.57300325,6.87475375,8.9300925,13.0
626,M,1.4125,1.1375,0.35,26.52095725,11.04213025,5.57067675,7.7961125,9.0
627,M,1.7375,1.35,0.4625,38.7537665,16.25843825,8.57572375,12.77144975,11.0
628,I,0.5125,0.375,0.15,1.20485375,0.3685435,0.226796,0.283495,4.0
